Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,collecting_institution,collection_date,collector_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,Experiment,external_id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(region_and_locality),host_health_state,host_scientific_name,host_sex,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,sample_capture_status,Sample Name,Sample_Name,SRA_accession,SRA Study,Submitter_Id,Title,host_subject_id
ERR5349037,AMPLICON,assembly,71,356026789,PRJEB43269,SAMEA8124929,56673393,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137413,SAMEA8124929,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124929,cov-100001611930,ERS5811902,ERP127218,cov-100001611930,SARS-Cov2 Haut-de-France samples,
ERR5349038,AMPLICON,assembly,70,248458790,PRJEB43269,SAMEA8124930,50342921,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137414,SAMEA8124930,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124930,cov-100001611933,ERS5811903,ERP127218,cov-100001611933,SARS-Cov2 Haut-de-France samples,
ERR5349039,AMPLICON,assembly,70,213720683,PRJEB43269,SAMEA8124931,49016763,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137415,SAMEA8124931,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124931,cov-100001611936,ERS5811904,ERP127218,cov-100001611936,SARS-Cov2 Haut-de-France samples,
ERR5349040,AMPLICON,assembly,70,339133329,PRJEB43269,SAMEA8124932,54063554,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137416,SAMEA8124932,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124932,cov-100001614786,ERS5811905,ERP127218,cov-100001614786,SARS-Cov2 Haut-de-France samples,
ERR5349041,AMPLICON,assembly,70,412501687,PRJEB43269,SAMEA8124933,64193513,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137417,SAMEA8124933,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124933,cov-100001615063,ERS5811906,ERP127218,cov-100001615063,SARS-Cov2 Haut-de-France samples,
ERR5349042,AMPLICON,assembly,71,982601353,PRJEB43269,SAMEA8124934,151742287,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137418,SAMEA8124934,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124934,cov-100001615079,ERS5811907,ERP127218,cov-100001615079,SARS-Cov2 Haut-de-France samples,
ERR5349043,AMPLICON,assembly,70,391305279,PRJEB43269,SAMEA8124935,62430237,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137419,SAMEA8124935,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124935,cov-100001615163,ERS5811908,ERP127218,cov-100001615163,SARS-Cov2 Haut-de-France samples,
ERR5349044,AMPLICON,assembly,70,331665179,PRJEB43269,SAMEA8124936,52678044,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137420,SAMEA8124936,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124936,cov-100001615569,ERS5811909,ERP127218,cov-100001615569,SARS-Cov2 Haut-de-France samples,
ERR5349045,AMPLICON,assembly,70,347420298,PRJEB43269,SAMEA8124937,68041208,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137421,SAMEA8124937,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124937,cov-100001615573,ERS5811910,ERP127218,cov-100001615573,SARS-Cov2 Haut-de-France samples,
ERR5349046,AMPLICON,assembly,71,322426669,PRJEB43269,SAMEA8124938,51190849,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137422,SAMEA8124938,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124938,cov-100001615584,ERS5811911,ERP127218,cov-100001615584,SARS-Cov2 Haut-de-France samples,
ERR5349047,AMPLICON,assembly,70,318798972,PRJEB43269,SAMEA8124939,52446559,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137423,SAMEA8124939,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124939,cov-100001615588,ERS5811912,ERP127218,cov-100001615588,SARS-Cov2 Haut-de-France samples,
ERR5349048,AMPLICON,assembly,70,350238751,PRJEB43269,SAMEA8124940,61043741,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137424,SAMEA8124940,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124940,cov-100001615590,ERS5811913,ERP127218,cov-100001615590,SARS-Cov2 Haut-de-France samples,
ERR5349049,AMPLICON,assembly,70,341634134,PRJEB43269,SAMEA8124941,54189324,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137425,SAMEA8124941,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124941,cov-100001616633,ERS5811914,ERP127218,cov-100001616633,SARS-Cov2 Haut-de-France samples,
ERR5349050,AMPLICON,assembly,70,265479082,PRJEB43269,SAMEA8124942,43846100,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137426,SAMEA8124942,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124942,cov-100001616641,ERS5811915,ERP127218,cov-100001616641,SARS-Cov2 Haut-de-France samples,
ERR5349051,AMPLICON,assembly,70,307325371,PRJEB43269,SAMEA8124943,50940836,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137427,SAMEA8124943,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124943,cov-100001616646,ERS5811916,ERP127218,cov-100001616646,SARS-Cov2 Haut-de-France samples,
ERR5349052,AMPLICON,assembly,70,373029201,PRJEB43269,SAMEA8124944,57191880,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137428,SAMEA8124944,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124944,cov-100001616647,ERS5811917,ERP127218,cov-100001616647,SARS-Cov2 Haut-de-France samples,
ERR5349053,AMPLICON,assembly,70,359099664,PRJEB43269,SAMEA8124945,57744591,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137429,SAMEA8124945,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124945,cov-100001616650,ERS5811918,ERP127218,cov-100001616650,SARS-Cov2 Haut-de-France samples,
ERR5349054,AMPLICON,assembly,70,295260219,PRJEB43269,SAMEA8124946,53345183,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137430,SAMEA8124946,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124946,cov-100001616654,ERS5811919,ERP127218,cov-100001616654,SARS-Cov2 Haut-de-France samples,
ERR5349055,AMPLICON,assembly,70,292917066,PRJEB43269,SAMEA8124947,59072451,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137431,SAMEA8124947,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124947,cov-100001616656,ERS5811920,ERP127218,cov-100001616656,SARS-Cov2 Haut-de-France samples,
ERR5349056,AMPLICON,assembly,70,322207951,PRJEB43269,SAMEA8124948,48894807,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137432,SAMEA8124948,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124948,cov-100001616662,ERS5811921,ERP127218,cov-100001616662,SARS-Cov2 Haut-de-France samples,
ERR5349057,AMPLICON,assembly,70,323807901,PRJEB43269,SAMEA8124949,55293724,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137433,SAMEA8124949,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124949,cov-100001616663,ERS5811922,ERP127218,cov-100001616663,SARS-Cov2 Haut-de-France samples,
ERR5349058,AMPLICON,assembly,70,281302464,PRJEB43269,SAMEA8124950,57819228,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137434,SAMEA8124950,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124950,cov-100001616669,ERS5811923,ERP127218,cov-100001616669,SARS-Cov2 Haut-de-France samples,
ERR5349059,AMPLICON,assembly,70,244061871,PRJEB43269,SAMEA8124951,55580654,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137435,SAMEA8124951,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124951,cov-100001616671,ERS5811924,ERP127218,cov-100001616671,SARS-Cov2 Haut-de-France samples,
ERR5349060,AMPLICON,assembly,70,303680530,PRJEB43269,SAMEA8124952,52505461,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137436,SAMEA8124952,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124952,cov-100001616675,ERS5811925,ERP127218,cov-100001616675,SARS-Cov2 Haut-de-France samples,
ERR5349061,AMPLICON,assembly,70,267871712,PRJEB43269,SAMEA8124953,58732735,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"bam,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137437,SAMEA8124953,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124953,cov-100001616677,ERS5811926,ERP127218,cov-100001616677,SARS-Cov2 Haut-de-France samples,
ERR5349062,AMPLICON,assembly,70,360214528,PRJEB43269,SAMEA8124954,56794003,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137438,SAMEA8124954,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124954,cov-100001616683,ERS5811927,ERP127218,cov-100001616683,SARS-Cov2 Haut-de-France samples,
ERR5349063,AMPLICON,assembly,70,373323921,PRJEB43269,SAMEA8124955,57572169,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137439,SAMEA8124955,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124955,cov-100001616711,ERS5811928,ERP127218,cov-100001616711,SARS-Cov2 Haut-de-France samples,
ERR5349064,AMPLICON,assembly,71,331402121,PRJEB43269,SAMEA8124956,51808854,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137440,SAMEA8124956,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124956,cov-100001617289,ERS5811929,ERP127218,cov-100001617289,SARS-Cov2 Haut-de-France samples,
ERR5349065,AMPLICON,assembly,70,361687577,PRJEB43269,SAMEA8124957,58754504,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-13,not provided,public,"sra,bam","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",2021-04-22,2021-04-22,2021-02-23,2021-02-23,ERX5137441,SAMEA8124957,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:26:51Z,2021-02-23T16:29:50Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8124957,cov-881039170135,ERS5811930,ERP127218,cov-881039170135,SARS-Cov2 Haut-de-France samples,
ERR5384529,AMPLICON,assembly,71,83989188,PRJEB43269,SAMEA8158142,13861862,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"sra,bam","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169470,SAMEA8158142,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:16Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158142,cov-100001638180,ERS5844911,ERP127218,cov-100001638180,SARS-Cov2 Haut-de-France samples,220221-1
ERR5384530,AMPLICON,assembly,70,122122601,PRJEB43269,SAMEA8158143,20078185,UMR 1283/8199,"Synlab\, Haut-de-France",2021-02-22,not provided,public,"bam,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",2021-04-22,2021-04-22,2021-03-01,2021-03-01,ERX5169471,SAMEA8158143,France,Europe,France,Haut-de-France,not provided,Homo sapiens,not provided,UMR 1283/8199,UMR 1283/8199,2021-04-22T00:30:37Z,2021-03-01T15:09:16Z,public,NextSeq 500,unspecified,SINGLE,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,2021-04-23T00:00:00Z,active surveillance in response to outbreak,SAMEA8158143,cov-100001685067,ERS5844912,ERP127218,cov-100001685067,SARS-Cov2 Haut-de-France samples,220221-2
